Station,Lat,Lon,UTM_X,UTM_Y,Elev,File
558,-19.994972222222223,140.6448611111111,462849.25288775563,7789035.696220064,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\558.edi
559,-19.9955,140.65597222222223,464011.70669745066,7788979.716545261,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\559.edi
560,-19.99527777777778,140.67566666666664,466071.88651468424,7789008.416953993,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\560.edi
561,-19.995416666666667,140.69422222222224,468013.0031915632,7788996.697136038,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\561.edi
562,-19.995800000000003,140.71373333333332,470054.11996894603,7788957.8829844,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\562.edi
563R,-19.994600277777778,140.73417666666666,472192.46474946925,7789094.168549194,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\563R.edi
564,-19.995483333333333,140.7513886111111,473993.1444880814,7788999.212854482,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\564.edi
565,-19.99631666666667,140.7716166666667,476109.30503251485,7788910.007583437,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\565.edi
571,-19.976638888888886,140.42652777777778,440002.1898865926,7791001.247861078,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\571.edi
572,-19.97672222222222,140.44566666666668,442004.6182324296,7790998.758923452,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\572.edi
573,-19.97675,140.46441666666666,443966.3327073708,7791002.059557393,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\573.edi
574,-19.977805555555555,140.48302777777778,445913.86139426375,7790891.358885308,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\574.edi
575,-19.97694444444444,140.50269444444444,447971.16534065624,7790992.874448141,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\575.edi
576,-19.976916666666664,140.52208333333334,449999.6875443358,7791001.846543926,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\576.edi
577R,-19.976444444444443,140.5408611111111,451964.1350636345,7791059.592462394,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\577R.edi
578,-19.976888888888887,140.56,453966.63714586955,7791015.776956998,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\578.edi
579,-19.977027777777778,140.57938888888887,455995.1948250417,7791005.612125007,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\579.edi
581R,-19.976555555555553,140.61880555555555,460118.94121523877,7791067.727273967,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\581R.edi
582,-19.977666666666664,140.63688888888888,462011.12934120605,7790948.968400547,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\582.edi
583,-19.97522222222222,140.655,463905.3847461099,7791223.474136442,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\583.edi
584,-19.976777777777777,140.6738611111111,465879.0249662187,7791055.282819355,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\584.edi
585 QC,-19.97733333333333,140.6941111111111,467997.72829767223,7790997.796634885,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\585 QC.edi
585,-19.977166666666665,140.69400000000002,467986.0700509634,7791016.218917912,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\585.edi
586,-19.97705,140.71308333333332,469982.57269855286,7791032.658700243,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\586.edi
587,-19.977016388888888,140.7322388888889,471986.64637442434,7791039.69233758,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\587.edi
