Station,Lat,Lon,UTM_X,UTM_Y,Elev,File
653,-19.922777777777775,140.61758333333333,459977.5167139778,7797018.554049581,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\653.edi
654,-19.923111111111112,140.63658333333333,461966.0957349351,7796986.077354198,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\654.edi
655,-19.92291666666667,140.65669444444444,464070.8296728791,7797012.018078169,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\655.edi
656,-19.923033333333336,140.67518333333334,466005.85416466114,7797002.952127613,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\656.edi
657,-19.923350000000003,140.69451666666666,468029.2903572482,7796971.702165229,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\657.edi
658,-19.92325,140.71325,469989.8431005274,7796986.221037256,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\658.edi
659,-19.92552777777778,140.73175,471926.3957256068,7796737.357600128,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\659.edi
660,-19.92318333333333,140.75148333333334,473991.2073395892,7796999.967490194,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\660.edi
668,-19.90436111111111,140.46494444444443,443996.0371865708,7799013.00699132,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\668.edi
669,-19.904527777777776,140.48366666666666,445955.7799754568,7799000.684868864,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\Experiment_Data_Full\669.edi
